,0,Jun 2022,          11.3%        ,10.0%,Unnamed: 4
2457,53.0,Jan 2018,          2.7%        ,2.2%,
2458,54.0,Dec 2017,          2.6%        ,2.8%,
2459,55.0,Nov 2017,          3.1%        ,3.0%,
2460,56.0,Oct 2017,          2.8%        ,2.9%,
2461,57.0,Sep 2017,          2.6%        ,2.6%,
2462,58.0,Aug 2017,          2.4%        ,1.8%,
2463,59.0,Jul 2017,          1.9%        ,1.7%,
2464,60.0,Jun 2017,          2.0%        ,2.1%,
2465,61.0,May 2017,          2.4%        ,2.6%,
2466,62.0,Apr 2017,          2.5%        ,2.5%,
2467,63.0,Mar 2017,          2.3%        ,,
2468,64.0,Feb 2017,          2.2%        ,,
2469,65.0,Jan 2017,          1.6%        ,,
2470,66.0,Dec 2016,          1.6%        ,,
2471,67.0,Nov 2016,          1.3%        ,,
2472,68.0,Oct 2016,          0.8%        ,,
2473,69.0,Sep 2016,          0.7%        ,,
2474,70.0,Aug 2016,          0.0%        ,,
2475,71.0,Jul 2016,          -0.2%        ,,
2476,72.0,Jun 2016,          0.3%        ,,
2477,73.0,May 2016,          -0.1%        ,,
2478,74.0,Apr 2016,          0.0%        ,,
2479,75.0,Mar 2016,          -0.1%        ,,
2480,76.0,Feb 2016,          0.0%        ,,
2481,77.0,Jan 2016,          -0.2%        ,,
2482,78.0,Dec 2015,          -1.0%        ,,
2483,79.0,Nov 2015,          -1.1%        ,,
2484,80.0,Oct 2015,          -1.6%        ,,
2485,81.0,Sep 2015,          -1.1%        ,,
2486,82.0,Aug 2015,          -0.8%        ,,
2487,83.0,Jul 2015,          -0.8%        ,,
2488,84.0,Jun 2015,          -0.7%        ,,
2489,85.0,May 2015,          -1.1%        ,,
2490,86.0,Apr 2015,          -1.3%        ,,
2491,87.0,Mar 2015,          -0.8%        ,,
2492,88.0,Feb 2015,          -0.6%        ,,
2493,89.0,Jan 2015,          0.0%        ,,
2494,90.0,Dec 2014,          1.1%        ,,
2495,91.0,Nov 2014,          1.4%        ,,
2496,92.0,Oct 2014,          1.5%        ,,
2497,93.0,Sep 2014,          1.6%        ,,
2498,94.0,Aug 2014,          1.8%        ,,
2499,95.0,Jul 2014,          1.7%        ,,
2500,96.0,Jun 2014,          1.9%        ,,
2501,97.0,May 2014,          2.0%        ,,
2502,98.0,Apr 2014,          2.1%        ,,
2503,99.0,Mar 2014,          1.4%        ,,
2504,100.0,Feb 2014,          0.9%        ,,
2505,101.0,Jan 2014,          1.2%        ,,
2506,102.0,Dec 2013,          1.2%        ,,
2507,103.0,Nov 2013,          0.7%        ,,
2508,104.0,Oct 2013,          0.3%        ,,
2509,105.0,Sep 2013,          0.3%        ,,
2510,106.0,Aug 2013,          1.4%        ,,
2511,107.0,Jul 2013,          2.1%        ,,
2512,108.0,Jun 2013,          2.5%        ,,
2513,109.0,May 2013,          1.7%        ,,
2514,110.0,Apr 2013,          0.6%        ,,
2515,111.0,Mar 2013,          1.1%        ,,
2516,112.0,Feb 2013,          1.7%        ,,
2517,113.0,Jan 2013,          1.4%        ,,
2518,114.0,Dec 2012,          1.3%        ,,
2519,115.0,Nov 2012,          1.5%        ,,
2520,116.0,Oct 2012,          2.3%        ,,
2521,117.0,Sep 2012,          2.1%        ,,
2522,118.0,Aug 2012,          2.0%        ,,
2523,119.0,Jul 2012,          0.5%        ,,
2524,120.0,Jun 2012,          0.7%        ,,
2525,121.0,May 2012,          0.7%        ,,
2526,122.0,Apr 2012,          1.9%        ,,
2527,123.0,Mar 2012,          2.8%        ,,
2528,124.0,Feb 2012,          3.3%        ,,
2529,125.0,Jan 2012,          4.1%        ,,
2530,126.0,Dec 2011,          4.8%        ,,
2531,127.0,Nov 2011,          5.7%        ,,
2532,128.0,Oct 2011,          5.9%        ,,
2533,129.0,Sep 2011,          6.9%        ,,
2534,130.0,Aug 2011,          6.5%        ,,
2535,131.0,Jul 2011,          7.2%        ,,
2536,132.0,Jun 2011,          7.0%        ,,
2537,133.0,May 2011,          7.3%        ,,
2538,134.0,Apr 2011,          6.8%        ,,
2539,135.0,Mar 2011,          5.8%        ,,
2540,136.0,Feb 2011,          5.6%        ,,
2541,137.0,Jan 2011,          3.6%        ,,
2542,138.0,Dec 2010,          4.0%        ,,
2543,139.0,Nov 2010,          3.5%        ,,
2544,140.0,Oct 2010,          4.3%        ,,
2545,141.0,Sep 2010,          4.0%        ,,
2546,142.0,Aug 2010,          3.1%        ,,
2547,143.0,Jul 2010,          4.2%        ,,
2548,144.0,Jun 2010,          2.8%        ,,
2549,145.0,May 2010,          5.3%        ,,
2550,146.0,Apr 2010,          5.5%        ,,
2551,147.0,Mar 2010,          6.0%        ,,
2552,148.0,Feb 2010,          4.4%        ,,
2553,149.0,Jan 2010,          4.6%        ,,
2554,150.0,Dec 2009,          4.4%        ,,
2555,151.0,Nov 2009,          2.4%        ,,
2556,152.0,Oct 2009,          -1.9%        ,,
2557,153.0,Sep 2009,          -4.8%        ,,
2558,154.0,Aug 2009,          -4.3%        ,,
2559,155.0,Jul 2009,          -6.8%        ,,
2560,156.0,Jun 2009,          -4.6%        ,,
2561,157.0,May 2009,          -5.0%        ,,
2562,158.0,Apr 2009,          -3.7%        ,,
2563,159.0,Mar 2009,          -3.5%        ,,
2564,160.0,Feb 2009,          -1.3%        ,,
2565,161.0,Jan 2009,          1.0%        ,,
2566,162.0,Dec 2008,          -0.9%        ,,
2567,163.0,Nov 2008,          0.4%        ,,
2568,164.0,Oct 2008,          5.2%        ,,
2569,165.0,Sep 2008,          8.7%        ,,
2570,166.0,Aug 2008,          9.6%        ,,
2571,167.0,Jul 2008,          9.8%        ,,
2572,168.0,Jun 2008,          9.2%        ,,
2573,169.0,May 2008,          7.2%        ,,
2574,170.0,Apr 2008,          6.5%        ,,
2575,171.0,Mar 2008,          6.9%        ,,
2576,172.0,Feb 2008,          6.4%        ,,
2577,173.0,Jan 2008,          7.4%        ,,
2578,174.0,Dec 2007,          6.3%        ,,
2579,175.0,Nov 2007,          7.2%        ,,
2580,176.0,Oct 2007,          6.1%        ,,
2581,177.0,Sep 2007,          4.4%        ,,
2582,178.0,Aug 2007,          2.2%        ,,
2583,179.0,Jul 2007,          4.0%        ,,
2584,180.0,Jun 2007,          3.3%        ,,
2585,181.0,May 2007,          4.1%        ,,
2586,182.0,Apr 2007,          3.2%        ,,
2587,183.0,Feb 2007,          3.2%        ,,
2588,184.0,Jan 2007,          0.2%        ,,
2589,0.0,Jun 2022,          11.3%        ,10.0%,
2590,1.0,May 2022,          10.8%        ,11.1%,
2591,2.0,Apr 2022,          11.0%        ,12.2%,
2592,3.0,Mar 2022,          11.2%        ,9.4%,
2593,4.0,Feb 2022,          10.0%        ,9.1%,
2594,5.0,Jan 2022,          9.7%        ,10.1%,
2595,6.0,Dec 2021,          9.7%        ,10.1%,
2596,7.0,Nov 2021,          9.6%        ,8.3%,
2597,8.0,Oct 2021,          8.6%        ,8.6%,
2598,9.0,Sep 2021,          8.6%        ,8.7%,
2599,10.0,Aug 2021,          8.3%        ,7.8%,
2600,11.0,Jul 2021,          7.8%        ,7.3%,
2601,12.0,Jun 2021,          7.3%        ,7.1%,
2602,13.0,May 2021,          6.6%        ,7.2%,
2603,14.0,Apr 2021,          6.2%        ,4.9%,
2604,15.0,Mar 2021,          4.2%        ,3.7%,
2605,16.0,Feb 2021,          2.8%        ,2.4%,
2606,17.0,Jan 2021,          1.7%        ,0.7%,
2607,18.0,Dec 2020,          0.8%        ,0.4%,
2608,19.0,Nov 2020,          0.8%        ,1.0%,
2609,20.0,Oct 2020,          0.5%        ,1.0%,
2610,21.0,Sep 2020,          0.4%        ,-0.1%,
2611,22.0,Aug 2020,          -0.2%        ,-0.3%,
2612,23.0,Jul 2020,          -0.4%        ,-0.3%,
2613,24.0,Jun 2020,          -0.8%        ,-1.0%,
2614,25.0,May 2020,          -0.8%        ,-0.3%,
2615,26.0,Apr 2020,          -1.2%        ,1.0%,
2616,27.0,Mar 2020,          0.7%        ,1.0%,
2617,28.0,Feb 2020,          1.3%        ,2.4%,
2618,29.0,Jan 2020,          2.1%        ,1.6%,
2619,30.0,Dec 2019,          1.3%        ,1.0%,
2620,31.0,Nov 2019,          1.1%        ,0.4%,
2621,32.0,Oct 2019,          1.1%        ,0.9%,
2622,33.0,Sep 2019,          1.4%        ,2.2%,
2623,34.0,Aug 2019,          1.8%        ,2.1%,
2624,35.0,Jul 2019,          1.7%        ,1.2%,
2625,36.0,Jun 2019,          1.7%        ,1.4%,
2626,37.0,May 2019,          1.8%        ,2.2%,
2627,38.0,Apr 2019,          2.2%        ,2.4%,
2628,39.0,Mar 2019,          2.2%        ,1.6%,
2629,40.0,Feb 2019,          1.9%        ,1.4%,
2630,41.0,Jan 2019,          2.0%        ,2.0%,
2631,42.0,Dec 2018,          2.5%        ,2.8%,
2632,43.0,Nov 2018,          2.5%        ,2.6%,
2633,44.0,Oct 2018,          2.9%        ,1.9%,
2634,45.0,Sep 2018,          2.6%        ,2.5%,
2635,46.0,Aug 2018,          2.8%        ,3.4%,
2636,47.0,Jul 2018,          3.3%        ,3.2%,
2637,48.0,Jun 2018,          3.4%        ,2.7%,
2638,49.0,May 2018,          3.1%        ,2.7%,
2639,50.0,Apr 2018,          2.6%        ,3.1%,
2640,51.0,Mar 2018,          3.0%        ,2.7%,
2641,52.0,Feb 2018,          2.8%        ,2.3%,
2642,53.0,Jan 2018,          2.7%        ,2.2%,
2643,54.0,Dec 2017,          2.6%        ,2.8%,
2644,55.0,Nov 2017,          3.1%        ,3.0%,
2645,56.0,Oct 2017,          2.8%        ,2.9%,
2646,57.0,Sep 2017,          2.6%        ,2.6%,
2647,58.0,Aug 2017,          2.4%        ,1.8%,
2648,59.0,Jul 2017,          1.9%        ,1.7%,
2649,60.0,Jun 2017,          2.0%        ,2.1%,
2650,61.0,May 2017,          2.4%        ,2.6%,
2651,62.0,Apr 2017,          2.5%        ,2.5%,
2652,63.0,Mar 2017,          2.3%        ,,
2653,64.0,Feb 2017,          2.2%        ,,
2654,65.0,Jan 2017,          1.6%        ,,
2655,66.0,Dec 2016,          1.6%        ,,
2656,67.0,Nov 2016,          1.3%        ,,
2657,68.0,Oct 2016,          0.8%        ,,
2658,69.0,Sep 2016,          0.7%        ,,
2659,70.0,Aug 2016,          0.0%        ,,
2660,71.0,Jul 2016,          -0.2%        ,,
2661,72.0,Jun 2016,          0.3%        ,,
2662,73.0,May 2016,          -0.1%        ,,
2663,74.0,Apr 2016,          0.0%        ,,
2664,75.0,Mar 2016,          -0.1%        ,,
2665,76.0,Feb 2016,          0.0%        ,,
2666,77.0,Jan 2016,          -0.2%        ,,
2667,78.0,Dec 2015,          -1.0%        ,,
2668,79.0,Nov 2015,          -1.1%        ,,
2669,80.0,Oct 2015,          -1.6%        ,,
2670,81.0,Sep 2015,          -1.1%        ,,
2671,82.0,Aug 2015,          -0.8%        ,,
2672,83.0,Jul 2015,          -0.8%        ,,
2673,84.0,Jun 2015,          -0.7%        ,,
2674,85.0,May 2015,          -1.1%        ,,
2675,86.0,Apr 2015,          -1.3%        ,,
2676,87.0,Mar 2015,          -0.8%        ,,
2677,88.0,Feb 2015,          -0.6%        ,,
2678,89.0,Jan 2015,          0.0%        ,,
2679,90.0,Dec 2014,          1.1%        ,,
2680,91.0,Nov 2014,          1.4%        ,,
2681,92.0,Oct 2014,          1.5%        ,,
2682,93.0,Sep 2014,          1.6%        ,,
2683,94.0,Aug 2014,          1.8%        ,,
2684,95.0,Jul 2014,          1.7%        ,,
2685,96.0,Jun 2014,          1.9%        ,,
2686,97.0,May 2014,          2.0%        ,,
2687,98.0,Apr 2014,          2.1%        ,,
2688,99.0,Mar 2014,          1.4%        ,,
2689,100.0,Feb 2014,          0.9%        ,,
2690,101.0,Jan 2014,          1.2%        ,,
2691,102.0,Dec 2013,          1.2%        ,,
2692,103.0,Nov 2013,          0.7%        ,,
2693,104.0,Oct 2013,          0.3%        ,,
2694,105.0,Sep 2013,          0.3%        ,,
2695,106.0,Aug 2013,          1.4%        ,,
2696,107.0,Jul 2013,          2.1%        ,,
2697,108.0,Jun 2013,          2.5%        ,,
2698,109.0,May 2013,          1.7%        ,,
2699,110.0,Apr 2013,          0.6%        ,,
2700,111.0,Mar 2013,          1.1%        ,,
2701,112.0,Feb 2013,          1.7%        ,,
2702,113.0,Jan 2013,          1.4%        ,,
2703,114.0,Dec 2012,          1.3%        ,,
2704,115.0,Nov 2012,          1.5%        ,,
2705,116.0,Oct 2012,          2.3%        ,,
2706,117.0,Sep 2012,          2.1%        ,,
2707,118.0,Aug 2012,          2.0%        ,,
2708,119.0,Jul 2012,          0.5%        ,,
2709,120.0,Jun 2012,          0.7%        ,,
2710,121.0,May 2012,          0.7%        ,,
2711,122.0,Apr 2012,          1.9%        ,,
2712,123.0,Mar 2012,          2.8%        ,,
2713,124.0,Feb 2012,          3.3%        ,,
2714,125.0,Jan 2012,          4.1%        ,,
2715,126.0,Dec 2011,          4.8%        ,,
2716,127.0,Nov 2011,          5.7%        ,,
2717,128.0,Oct 2011,          5.9%        ,,
2718,129.0,Sep 2011,          6.9%        ,,
2719,130.0,Aug 2011,          6.5%        ,,
2720,131.0,Jul 2011,          7.2%        ,,
2721,132.0,Jun 2011,          7.0%        ,,
2722,133.0,May 2011,          7.3%        ,,
2723,134.0,Apr 2011,          6.8%        ,,
2724,135.0,Mar 2011,          5.8%        ,,
2725,136.0,Feb 2011,          5.6%        ,,
2726,137.0,Jan 2011,          3.6%        ,,
2727,138.0,Dec 2010,          4.0%        ,,
2728,139.0,Nov 2010,          3.5%        ,,
2729,140.0,Oct 2010,          4.3%        ,,
2730,141.0,Sep 2010,          4.0%        ,,
2731,142.0,Aug 2010,          3.1%        ,,
2732,143.0,Jul 2010,          4.2%        ,,
2733,144.0,Jun 2010,          2.8%        ,,
2734,145.0,May 2010,          5.3%        ,,
2735,146.0,Apr 2010,          5.5%        ,,
2736,147.0,Mar 2010,          6.0%        ,,
2737,148.0,Feb 2010,          4.4%        ,,
2738,149.0,Jan 2010,          4.6%        ,,
2739,150.0,Dec 2009,          4.4%        ,,
2740,151.0,Nov 2009,          2.4%        ,,
2741,152.0,Oct 2009,          -1.9%        ,,
2742,153.0,Sep 2009,          -4.8%        ,,
2743,154.0,Aug 2009,          -4.3%        ,,
2744,155.0,Jul 2009,          -6.8%        ,,
2745,156.0,Jun 2009,          -4.6%        ,,
2746,157.0,May 2009,          -5.0%        ,,
2747,158.0,Apr 2009,          -3.7%        ,,
2748,159.0,Mar 2009,          -3.5%        ,,
2749,160.0,Feb 2009,          -1.3%        ,,
2750,161.0,Jan 2009,          1.0%        ,,
2751,162.0,Dec 2008,          -0.9%        ,,
2752,163.0,Nov 2008,          0.4%        ,,
2753,164.0,Oct 2008,          5.2%        ,,
2754,165.0,Sep 2008,          8.7%        ,,
2755,166.0,Aug 2008,          9.6%        ,,
2756,167.0,Jul 2008,          9.8%        ,,
2757,168.0,Jun 2008,          9.2%        ,,
2758,169.0,May 2008,          7.2%        ,,
2759,170.0,Apr 2008,          6.5%        ,,
2760,171.0,Mar 2008,          6.9%        ,,
2761,172.0,Feb 2008,          6.4%        ,,
2762,173.0,Jan 2008,          7.4%        ,,
2763,174.0,Dec 2007,          6.3%        ,,
2764,175.0,Nov 2007,          7.2%        ,,
2765,176.0,Oct 2007,          6.1%        ,,
2766,177.0,Sep 2007,          4.4%        ,,
2767,178.0,Aug 2007,          2.2%        ,,
2768,179.0,Jul 2007,          4.0%        ,,
2769,180.0,Jun 2007,          3.3%        ,,
2770,181.0,May 2007,          4.1%        ,,
2771,182.0,Apr 2007,          3.2%        ,,
2772,183.0,Feb 2007,          3.2%        ,,
2773,184.0,Jan 2007,          0.2%        ,,
2774,0.0,Jun 2022,          11.3%        ,10.0%,
2775,1.0,May 2022,          10.8%        ,11.1%,
2776,2.0,Apr 2022,          11.0%        ,12.2%,
2777,3.0,Mar 2022,          11.2%        ,9.4%,
2778,4.0,Feb 2022,          10.0%        ,9.1%,
2779,5.0,Jan 2022,          9.7%        ,10.1%,
2780,6.0,Dec 2021,          9.7%        ,10.1%,
2781,7.0,Nov 2021,          9.6%        ,8.3%,
2782,8.0,Oct 2021,          8.6%        ,8.6%,
2783,9.0,Sep 2021,          8.6%        ,8.7%,
2784,10.0,Aug 2021,          8.3%        ,7.8%,
2785,11.0,Jul 2021,          7.8%        ,7.3%,
2786,12.0,Jun 2021,          7.3%        ,7.1%,
2787,13.0,May 2021,          6.6%        ,7.2%,
2788,14.0,Apr 2021,          6.2%        ,4.9%,
2789,15.0,Mar 2021,          4.2%        ,3.7%,
2790,16.0,Feb 2021,          2.8%        ,2.4%,
2791,17.0,Jan 2021,          1.7%        ,0.7%,
2792,18.0,Dec 2020,          0.8%        ,0.4%,
2793,19.0,Nov 2020,          0.8%        ,1.0%,
2794,20.0,Oct 2020,          0.5%        ,1.0%,
2795,21.0,Sep 2020,          0.4%        ,-0.1%,
2796,22.0,Aug 2020,          -0.2%        ,-0.3%,
2797,23.0,Jul 2020,          -0.4%        ,-0.3%,
2798,24.0,Jun 2020,          -0.8%        ,-1.0%,
2799,25.0,May 2020,          -0.8%        ,-0.3%,
2800,26.0,Apr 2020,          -1.2%        ,1.0%,
2801,27.0,Mar 2020,          0.7%        ,1.0%,
2802,28.0,Feb 2020,          1.3%        ,2.4%,
2803,29.0,Jan 2020,          2.1%        ,1.6%,
2804,30.0,Dec 2019,          1.3%        ,1.0%,
2805,31.0,Nov 2019,          1.1%        ,0.4%,
2806,32.0,Oct 2019,          1.1%        ,0.9%,
2807,33.0,Sep 2019,          1.4%        ,2.2%,
2808,34.0,Aug 2019,          1.8%        ,2.1%,
2809,35.0,Jul 2019,          1.7%        ,1.2%,
2810,36.0,Jun 2019,          1.7%        ,1.4%,
2811,37.0,May 2019,          1.8%        ,2.2%,
2812,38.0,Apr 2019,          2.2%        ,2.4%,
2813,39.0,Mar 2019,          2.2%        ,1.6%,
2814,40.0,Feb 2019,          1.9%        ,1.4%,
2815,41.0,Jan 2019,          2.0%        ,2.0%,
2816,42.0,Dec 2018,          2.5%        ,2.8%,
2817,43.0,Nov 2018,          2.5%        ,2.6%,
2818,44.0,Oct 2018,          2.9%        ,1.9%,
2819,45.0,Sep 2018,          2.6%        ,2.5%,
2820,46.0,Aug 2018,          2.8%        ,3.4%,
2821,47.0,Jul 2018,          3.3%        ,3.2%,
2822,48.0,Jun 2018,          3.4%        ,2.7%,
2823,49.0,May 2018,          3.1%        ,2.7%,
2824,50.0,Apr 2018,          2.6%        ,3.1%,
2825,51.0,Mar 2018,          3.0%        ,2.7%,
2826,52.0,Feb 2018,          2.8%        ,2.3%,
2827,53.0,Jan 2018,          2.7%        ,2.2%,
2828,54.0,Dec 2017,          2.6%        ,2.8%,
2829,55.0,Nov 2017,          3.1%        ,3.0%,
2830,56.0,Oct 2017,          2.8%        ,2.9%,
2831,57.0,Sep 2017,          2.6%        ,2.6%,
2832,58.0,Aug 2017,          2.4%        ,1.8%,
2833,59.0,Jul 2017,          1.9%        ,1.7%,
2834,60.0,Jun 2017,          2.0%        ,2.1%,
2835,61.0,May 2017,          2.4%        ,2.6%,
2836,62.0,Apr 2017,          2.5%        ,2.5%,
2837,63.0,Mar 2017,          2.3%        ,,
2838,64.0,Feb 2017,          2.2%        ,,
2839,65.0,Jan 2017,          1.6%        ,,
2840,66.0,Dec 2016,          1.6%        ,,
2841,67.0,Nov 2016,          1.3%        ,,
2842,68.0,Oct 2016,          0.8%        ,,
2843,69.0,Sep 2016,          0.7%        ,,
2844,70.0,Aug 2016,          0.0%        ,,
2845,71.0,Jul 2016,          -0.2%        ,,
2846,72.0,Jun 2016,          0.3%        ,,
2847,73.0,May 2016,          -0.1%        ,,
2848,74.0,Apr 2016,          0.0%        ,,
2849,75.0,Mar 2016,          -0.1%        ,,
2850,76.0,Feb 2016,          0.0%        ,,
2851,77.0,Jan 2016,          -0.2%        ,,
2852,78.0,Dec 2015,          -1.0%        ,,
2853,79.0,Nov 2015,          -1.1%        ,,
2854,80.0,Oct 2015,          -1.6%        ,,
2855,81.0,Sep 2015,          -1.1%        ,,
2856,82.0,Aug 2015,          -0.8%        ,,
2857,83.0,Jul 2015,          -0.8%        ,,
2858,84.0,Jun 2015,          -0.7%        ,,
2859,85.0,May 2015,          -1.1%        ,,
2860,86.0,Apr 2015,          -1.3%        ,,
2861,87.0,Mar 2015,          -0.8%        ,,
2862,88.0,Feb 2015,          -0.6%        ,,
2863,89.0,Jan 2015,          0.0%        ,,
2864,90.0,Dec 2014,          1.1%        ,,
2865,91.0,Nov 2014,          1.4%        ,,
2866,92.0,Oct 2014,          1.5%        ,,
2867,93.0,Sep 2014,          1.6%        ,,
2868,94.0,Aug 2014,          1.8%        ,,
2869,95.0,Jul 2014,          1.7%        ,,
2870,96.0,Jun 2014,          1.9%        ,,
2871,97.0,May 2014,          2.0%        ,,
2872,98.0,Apr 2014,          2.1%        ,,
2873,99.0,Mar 2014,          1.4%        ,,
2874,100.0,Feb 2014,          0.9%        ,,
2875,101.0,Jan 2014,          1.2%        ,,
2876,102.0,Dec 2013,          1.2%        ,,
2877,103.0,Nov 2013,          0.7%        ,,
2878,104.0,Oct 2013,          0.3%        ,,
2879,105.0,Sep 2013,          0.3%        ,,
2880,106.0,Aug 2013,          1.4%        ,,
2881,107.0,Jul 2013,          2.1%        ,,
2882,108.0,Jun 2013,          2.5%        ,,
2883,109.0,May 2013,          1.7%        ,,
2884,110.0,Apr 2013,          0.6%        ,,
2885,111.0,Mar 2013,          1.1%        ,,
2886,112.0,Feb 2013,          1.7%        ,,
